Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,ave_3,ave_5
Applying path-counting methods for measuring the robustness of the network-structured system,"Kobayashi, Kazuhiro; Morohosi, Hozumi; Oyama, Tatsuo",INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH,09-May,2009,16,3,371,389,,10.1111/j.1475-3995.2008.00688.x,5,0.33,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0
Ring-opening Bis(alkoxycarbonylation) Reaction of Methylenecyclopropanes Catalyzed by Palladium in the Presence of Copper(I) Salt,"Aratani, Takahiro; Ukaji, Yutaka; Inomata, Katsuhiko",CHEMISTRY LETTERS,JAN 5 2009,2009,38,1,46,47,,10.1246/cl.2009.46,5,0.33,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0.333333333,0.6
Deposition and wear resistance of composite TiBC-SiC coatings on Si wafer by thermal plasma CVD,"Shimada, Shiro; Fuji, Yusuke; Kiyono, Hajime; Tsujino, Jiro; Yamazaki, Isao",JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,09-Apr,2009,117,1364,415,420,,10.2109/jcersj2.117.415,3,0.2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0.6
Scattering theory for the Dirac equation of Hartree type in 2+1 dimensions,"Machihara, Shuji; Tsutaya, Kimitoshi",NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,DEC 15 2009,2009,71,12,E2437,E2441,,10.1016/j.na.2009.05.059,2,0.13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.2
"Coating and spark plasma sintering of nano-sized TiN on alumina particles of different size, shape and structure","Shimada, Shiro; Paseuth, Anongsaek; Kiyono, Hajime",JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,09-Jan,2009,117,1361,47,51,,10.2109/jcersj2.117.47,2,0.13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Regular b-functions of D-modules,"Oaku, Toshinori",JOURNAL OF PURE AND APPLIED ALGEBRA,09-Aug,2009,213,8,1545,1557,,10.1016/j.jpaa.2008.11.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spin Dynamics of Charge Carriers in the Process of Their Localization in alpha '-(BEDT-TTF)(2)IBr2 Single Crystals,"Morgunov, R. B.; Dmitriev, A. I.; Chernen'kaya, A. S.; Yakushi, K.; Yamamoto, K.; Tanimoto, Y.",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,10-Nov,2010,111,5,857,864,,10.1134/S1063776110110166,4,0.29,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0.6
alpha-Catenin as a tension transducer that induces adherens junction development,"Yonemura, Shigenobu; Wada, Yuko; Watanabe, Toshiyuki; Nagafuchi, Akira; Shibata, Mai",NATURE CELL BIOLOGY,10-Jun,2010,12,6,533,U35,,10.1038/ncb2055,641,45.79,0,9,47,39,56,51,60,60,77,56,50,45,49,41,1,31.66666667,40.4
Early Life Stress Enhances Behavioral Vulnerability to Stress through the Activation of REST4-Mediated Gene Transcription in the Medial Prefrontal Cortex of Rodents,"Uchida, Shusaku; Hara, Kumiko; Kobayashi, Ayumi; Funato, Hiromasa; Hobara, Teruyuki; Otsuki, Koji; Yamagata, Hirotaka; McEwen, Bruce S.; Watanabe, Yoshifumi",JOURNAL OF NEUROSCIENCE,NOV 10 2010,2010,30,45,15007,15018,,10.1523/JNEUROSCI.1436-10.2010,211,15.07,0,0,10,15,22,21,20,24,19,21,16,10,22,11,0,8.333333333,13.6
Hepatitis E Virus (HEV) Strains in Serum Samples Can Replicate Efficiently in Cultured Cells Despite the Coexistence of HEV Antibodies: Characterization of HEV Virions in Blood Circulation,"Takahashi, Masaharu; Tanaka, Toshinori; Takahashi, Hideyuki; Hoshino, Yu; Nagashima, Shigeo; Jirintai; Mizuo, Hitoshi; Yazaki, Yasuyuki; Takagi, Tomofumi; Azuma, Masahiro; Kusano, Eiji; Isoda, Norio; Sugano, Kentaro; Okamoto, Hiroaki",JOURNAL OF CLINICAL MICROBIOLOGY,10-Apr,2010,48,4,1112,1125,,10.1128/JCM.02002-09,188,13.43,0,1,7,7,5,16,9,21,14,17,32,21,23,15,0,5,7.2
Methylation-associated silencing of microRNA-34b/c in gastric cancer and its involvement in an epigenetic field defect,"Suzuki, Hiromu; Yamamoto, Eiichiro; Nojima, Masanori; Kai, Masahiro; Yamano, Hiro-o; Yoshikawa, Kenjiro; Kimura, Tomoaki; Kudo, Toyoki; Harada, Eiji; Sugai, Tamotsu; Takamaru, Hiroyuki; Niinuma, Takeshi; Maruyama, Reo; Yamamoto, Hiroyuki; Tokino, Takashi; Imai, Kohzoh; Toyota, Minoru; Shinomura, Yasuhisa",CARCINOGENESIS,10-Dec,2010,31,12,2066,2073,,10.1093/carcin/bgq203,170,12.14,0,0,12,24,18,20,23,19,7,12,7,13,10,5,0,12,14.8
AMPK controls the speed of microtubule polymerization and directional cell migration through CLIP-170 phosphorylation,"Nakano, Atsushi; Kato, Hisakazu; Watanabe, Takashi; Min, Kyung-Duk; Yamazaki, Satoru; Asano, Yoshihiro; Seguchi, Osamu; Higo, Shuichiro; Shintani, Yasunori; Asanuma, Hiroshi; Asakura, Masanori; Minamino, Tetsuo; Kaibuchi, Kozo; Mochizuki, Naoki; Kitakaze, Masafumi; Takashima, Seiji",NATURE CELL BIOLOGY,10-Jun,2010,12,6,583,U139,,10.1038/ncb2060,151,10.79,0,2,10,18,13,17,17,18,13,7,10,9,7,10,0,10,12
MicroRNA Expression and Clinical Outcomes in Patients Treated with Adjuvant Chemotherapy after Complete Resection of Non-Small Cell Lung Carcinoma,"Voortman, Johannes; Goto, Akiteru; Mendiboure, Jean; Sohn, Jane J.; Schetter, Aaron J.; Saito, Motonobu; Dunant, Ariane; Pham, Trung C.; Petrini, Iacopo; Lee, Alan; Khan, Mohammed A.; Hainaut, Pierre; Pignon, Jean-Pierre; Brambilla, Elisabeth; Popper, Helmut H.; Filipits, Martin; Harris, Curtis C.; Giaccone, Giuseppe",CANCER RESEARCH,NOV 1 2010,2010,70,21,8288,8298,,10.1158/0008-5472.CAN-10-1348,108,7.71,0,1,17,17,14,18,9,1,6,10,4,6,1,4,0,11.66666667,13.4
IGFBP7 is a p53-responsive gene specifically silenced in colorectal cancer with CpG island methylator phenotype,"Suzuki, Hiromu; Igarashi, Shinichi; Nojima, Masanori; Maruyama, Reo; Yamamoto, Eiichiro; Kai, Masahiro; Akashi, Hirofumi; Watanabe, Yoshiyuki; Yamamoto, Hiroyuki; Sasaki, Yasushi; Itoh, Fumio; Imai, Kohzoh; Sugai, Tamotsu; Shen, Lanlan; Issa, Jean-Pierre J.; Shinomura, Yasuhisa; Tokino, Takashi; Toyota, Minoru",CARCINOGENESIS,10-Mar,2010,31,3,342,349,,10.1093/carcin/bgp179,84,6,0,6,9,16,7,15,6,5,5,2,1,3,7,2,0,10.33333333,10.6
Association between high-sensitivity cardiac troponin T levels and the predicted cardiovascular risk in middle-aged men without overt cardiovascular disease,"Otsuka, Toshiaki; Kawada, Tomoyuki; Ibuki, Chikao; Seino, Yoshihiko",AMERICAN HEART JOURNAL,10-Jun,2010,159,6,972,978,,10.1016/j.ahj.2010.02.036,82,5.86,0,3,11,15,10,9,11,4,9,1,2,3,2,2,0,9.666666667,9.6
Low-level Er:YAG laser irradiation enhances osteoblast proliferation through activation of MAPK/ERK,"Aleksic, Verica; Aoki, Akira; Iwasaki, Kengo; Takasaki, Aristeo Atsushi; Wang, Chen-Ying; Abiko, Yoshimitsu; Ishikawa, Isao; Izumi, Yuichi",LASERS IN MEDICAL SCIENCE,10-Jul,2010,25,4,559,569,,10.1007/s10103-010-0761-5,81,5.79,0,0,2,2,4,8,11,8,8,11,5,7,7,7,1,1.333333333,3.2
Identification of genes related to heart failure using global gene expression profiling of human failing myocardium,"Min, Kyung-Duk; Asakura, Masanori; Liao, Yulin; Nakamaru, Kenji; Okazaki, Hidetoshi; Takahashi, Tomoko; Fujimoto, Kazunori; Ito, Shin; Takahashi, Ayako; Asanuma, Hiroshi; Yamazaki, Satoru; Minamino, Tetsuo; Sanada, Shoji; Seguchi, Osamu; Nakano, Atsushi; Ando, Yosuke; Otsuka, Toshiaki; Furukawa, Hidehiko; Isomura, Tadashi; Takashima, Seiji; Mochizuki, Naoki; Kitakaze, Masafumi",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,FEB 26 2010,2010,393,1,55,60,,10.1016/j.bbrc.2010.01.076,77,5.5,0,3,6,5,8,5,5,2,7,8,3,8,9,8,0,4.666666667,5.4
Smoothened as a new therapeutic target for human osteosarcoma,"Hirotsu, Masataka; Setoguchi, Takao; Sasaki, Hiromi; Matsunoshita, Yukihiro; Gao, Hui; Nagao, Hiroko; Kunigou, Osamu; Komiya, Setsuro",MOLECULAR CANCER,JAN 12 2010,2010,9,,,,5,10.1186/1476-4598-9-5,77,5.5,0,1,8,10,3,9,9,7,9,3,3,8,5,2,0,6.333333333,6.2
USEFULNESS OF ENDOSCOPIC TREATMENT FOR DUODENAL ADENOMA,"Endo, Masaki; Abiko, Yukito; Oana, Syuhei; Kudara, Norihiko; Chiba, Toshimi; Suzuki, Kazuyuki; Koizuka, Hitohiko; Uesugi, Noriyuki; Sugai, Tamotsu",DIGESTIVE ENDOSCOPY,10-Oct,2010,22,4,360,365,,10.1111/j.1443-1661.2010.01014.x,61,4.36,0,0,0,2,2,5,5,4,4,8,6,4,16,5,0,0.666666667,1.8
Inhalation of Carbon Monoxide Ameliorates TNBS-Induced Colitis in Mice Through the Inhibition of TNF-alpha Expression,"Takagi, Tomohisa; Naito, Yuji; Mizushima, Katsura; Akagiri, Satomi; Suzuki, Takahiro; Hirata, Ikuhiro; Omatsu, Tatsushi; Handa, Osamu; Kokura, Satoshi; Ichikawa, Hiroshi; Yoshikawa, Toshikazu",DIGESTIVE DISEASES AND SCIENCES,10-Oct,2010,55,10,2797,2804,,10.1007/s10620-009-1112-x,56,4,0,0,2,7,4,5,4,6,0,8,4,3,7,6,0,3,3.6
Association between brachial-ankle pulse wave velocity and 3-year mortality in community-dwelling older adults,"Miyano, Ichiro; Nishinaga, Masanori; Takata, Jun; Shimizu, Yuji; Okumiya, Kiyohito; Matsubayashi, Kozo; Ozawa, Toshio; Sugiura, Tetsuro; Yasuda, Nobufumi; Doi, Yoshinori",HYPERTENSION RESEARCH,10-Jul,2010,33,7,678,682,,10.1038/hr.2010.56,52,3.71,0,0,2,9,3,5,6,3,3,4,3,8,4,2,0,3.666666667,3.8
X-box binding protein 1 regulates brain natriuretic peptide through a novel AP1/CRE-like element in cardiomyocytes,"Sawada, Tamaki; Minamino, Tetsuo; Fu, Hai Ying; Asai, Mitsutoshi; Okuda, Keiji; Isomura, Tadashi; Yamazaki, Satoru; Asano, Yoshihiro; Okada, Ken-ichiro; Tsukamoto, Osamu; Sanada, Shoji; Asanuma, Hiroshi; Asakura, Masanori; Takashima, Seiji; Kitakaze, Masafumi; Komuro, Issei",JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,10-Jun,2010,48,6,1280,1289,,10.1016/j.yjmcc.2010.02.004,48,3.43,0,1,3,1,5,5,4,5,2,7,3,5,1,6,0,1.666666667,3
DNA methylation of interferon regulatory factors in gastric cancer and noncancerous gastric mucosae,"Yamashita, Masaki; Toyota, Minoru; Suzuki, Hiromu; Nojima, Masanori; Yamamoto, Eiichiro; Kamimae, Seiko; Watanabe, Yoshiyuki; Kai, Masahiro; Akashi, Hirofumi; Maruyama, Reo; Sasaki, Yasushi; Yamano, Hiroo; Sugai, Tamotsu; Shinomura, Yasuhisa; Imai, Kohzoh; Tokino, Takashi; Itoh, Fumio",CANCER SCIENCE,10-Jul,2010,101,7,1708,1716,,10.1111/j.1349-7006.2010.01581.x,44,3.14,0,0,3,4,2,5,6,5,4,5,2,2,4,2,0,2.333333333,2.8
Tea polyphenols inhibit IL-6 production in tumor necrosis factor superfamily 14-stimulated human gingival fibroblasts,"Hosokawa, Yoshitaka; Hosokawa, Ikuko; Ozaki, Kazumi; Nakanishi, Tadashi; Nakae, Hideaki; Matsuo, Takashi",MOLECULAR NUTRITION & FOOD RESEARCH,10-Jul,2010,54,,S151,S158,,10.1002/mnfr.200900549,43,3.07,0,0,3,5,5,3,6,0,0,8,1,2,5,4,1,2.666666667,3.2
Molecular Basis for the Differences in Lipid and Lipoprotein Binding Properties of Human Apolipoproteins E3 and E4,"Nguyen, David; Dhanasekaran, Padmaja; Nickel, Margaret; Nakatani, Ryosuke; Saito, Hiroyuki; Phillips, Michael C.; Lund-Katz, Sissel",BIOCHEMISTRY,DEC 28 2010,2010,49,51,10881,10889,,10.1021/bi1017655,42,3,0,0,2,3,2,5,3,3,5,1,6,3,8,1,0,1.666666667,2.4
In situ hybridization reveals that type I and III collagens are produced by pericytes in the anterior pituitary gland of rats,"Fujiwara, Ken; Jindatip, Depicha; Kikuchi, Motoshi; Yashiro, Takashi",CELL AND TISSUE RESEARCH,10-Dec,2010,342,3,491,495,,10.1007/s00441-010-1078-1,32,2.29,0,0,0,3,3,0,2,3,2,2,7,3,5,2,0,1,1.2
Aberrant REST-mediated transcriptional regulation in major depressive disorder,"Otsuki, Koji; Uchida, Shusaku; Wakabayashi, Yusuke; Matsubara, Toshio; Hobara, Teruyuki; Funato, Hiromasa; Watanabe, Yoshifumi",JOURNAL OF PSYCHIATRIC RESEARCH,10-Apr,2010,44,6,378,384,,10.1016/j.jpsychires.2009.09.009,32,2.29,0,0,4,2,3,1,3,2,4,1,2,1,8,1,0,2,2
Surface plasmon resonance analysis of the mechanism of binding of apoA-I to high density lipoprotein particles,"Lund-Katz, Sissel; Nguyen, David; Dhanasekaran, Padmaja; Kono, Momoe; Nickel, Margaret; Saito, Hiroyuki; Phillips, Michael C.",JOURNAL OF LIPID RESEARCH,10-Mar,2010,51,3,606,617,,10.1194/jlr.M002055,32,2.29,0,4,4,0,5,2,6,3,2,1,1,0,2,2,0,2.666666667,3
Regulation of Nucleolar Chromatin by B23/Nucleophosmin Jointly Depends upon Its RNA Binding Activity and Transcription Factor UBF,"Hisaoka, Miharu; Ueshima, Shuhei; Murano, Kensaku; Nagata, Kyosuke; Okuwaki, Mitsuru",MOLECULAR AND CELLULAR BIOLOGY,OCT 10 2010,2010,30,20,4952,4964,,10.1128/MCB.00299-10,29,2.07,0,0,5,2,1,4,2,4,3,1,3,1,3,0,0,2.333333333,2.4
Characterization of bacterial-type phosphoenolpyruvate carboxylase expressed in male gametophyte of higher plants,"Igawa, Tomoko; Fujiwara, Masayuki; Tanaka, Ichiro; Fukao, Yoichiro; Yanagawa, Yuki",BMC PLANT BIOLOGY,SEP 14 2010,2010,10,,,,200,10.1186/1471-2229-10-200,29,2.07,0,0,2,5,1,3,3,1,4,0,2,1,4,3,0,2.333333333,2.2
Carbon monoxide enhance colonic epithelial restitution via FGF15 derived from colonic myofibroblasts,"Uchiyama, Kazuhiko; Naito, Yuji; Takagi, Tomohisa; Mizushima, Katsura; Hayashi, Natsuko; Harusato, Akihito; Hirata, Ikuhiro; Omatsu, Tatsushi; Handa, Osamu; Ishikawa, Takeshi; Yagi, Nobuaki; Kokura, Satoshi; Yoshikawa, Toshikazu",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,JAN 1 2010,2010,391,1,1122,1126,,10.1016/j.bbrc.2009.12.035,29,2.07,0,1,6,5,2,2,5,2,0,1,0,1,3,1,0,4,3.2
The role of heme oxygenase and carbon monoxide in inflammatory bowel disease,"Takagi, Tomohisa; Naito, Yuji; Uchiyama, Kazuhiko; Yoshikawa, Toshikazu",REDOX REPORT,10-Oct,2010,15,5,193,201,,10.1179/174329210X12650506623889,28,2,0,0,0,2,2,7,3,3,0,4,1,0,3,3,0,0.666666667,2.2
The mechanisms underlying fibroblast apoptosis regulated by growth factors during wound healing,"Akasaka, Yoshikiyo; Ono, Ichiro; Kamiya, Takafumi; Ishikawa, Yukio; Kinoshita, Toshio; Ishiguro, Shigeki; Yokoo, Tomoko; Imaizumi, Risa; Inomata, Naomi; Fujita, Kazuko; Akishima-Fukasawa, Yuri; Uzuki, Miwa; Ito, Kinji; Ishii, Toshiharu",JOURNAL OF PATHOLOGY,10-Jul,2010,221,3,285,299,,10.1002/path.2710,27,1.93,0,0,1,4,2,3,2,4,0,1,1,4,2,3,0,1.666666667,2
FOXO1 and TCF7L2 Genes Involved in Metastasis and Poor Prognosis in Clear Cell Renal Cell Carcinoma,"Kojima, Takahiro; Shimazui, Toru; Horie, Ryo; Hinotsu, Shiro; Oikawa, Takehiro; Kawai, Koji; Suzuki, Hideaki; Meno, Kohji; Akaza, Hideyuki; Uchida, Kazuhiko",GENES CHROMOSOMES & CANCER,10-Apr,2010,49,4,379,389,,10.1002/gcc.20750,27,1.93,0,0,2,4,1,2,1,0,3,4,3,0,5,2,0,2,1.8
Relation of Smoking Status to Serum Levels of N-Terminal Pro-Brain Natriuretic Peptide in Middle-Aged Men Without Overt Cardiovascular Disease,"Otsuka, Toshiaki; Kawada, Tomoyuki; Seino, Yoshihiko; Ibuki, Chikao; Katsumata, Masao; Kodani, Eitaro",AMERICAN JOURNAL OF CARDIOLOGY,NOV 15 2010,2010,106,10,1456,1460,,10.1016/j.amjcard.2010.06.075,26,1.86,0,0,1,2,1,2,4,2,2,2,3,2,1,4,0,1,1.2
"Cytoplasmic inheritance in green algae: patterns, mechanisms and relation to sex type","Miyamura, Shinichi",JOURNAL OF PLANT RESEARCH,10-Mar,2010,123,2,171,184,,10.1007/s10265-010-0309-6,26,1.86,0,1,0,2,5,2,1,3,1,1,2,3,2,3,0,1,2
Molecular analysis of gastric differentiated-type intramucosal and submucosal cancers,"Sugai, Tamotsu; Habano, Wataru; Endoh, Masaki; Konishi, Yasuhiro; Akasaka, Risaburo; Toyota, Minoru; Yamano, Hiroo; Koeda, Keisuke; Wakabayashi, Go; Suzuki, Kazuyuki",INTERNATIONAL JOURNAL OF CANCER,DEC 1 2010,2010,127,11,2500,2509,,10.1002/ijc.25271,24,1.71,0,0,2,2,2,3,2,5,2,2,2,1,0,1,0,1.333333333,1.8
Loss of Goosecoid-like and DiGeorge syndrome critical region 14 in interpeduncular nucleus results in altered regulation of rapid eye movement sleep,"Funato, Hiromasa; Sato, Makito; Sinton, Christopher M.; Gautron, Laurent; Williams, S. Clay; Skach, Amber; Elmquist, Joel K.; Skoultchi, Arthur I.; Yanagisawa, Masashi",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,OCT 19 2010,2010,107,42,18155,18160,,10.1073/pnas.1012764107,23,1.64,0,0,0,0,0,1,1,1,3,6,6,1,4,0,0,0,0.2
Bacillus subtilis mutants harbouring a single copy of the rRNA operon exhibit severe defects in growth and sporulation,"Nanamiya, Hideaki; Sato, Makiko; Masuda, Kenta; Sato, Mikiko; Wada, Tetsuya; Suzuki, Shota; Natori, Yousuke; Katano, Masato; Akanuma, Genki; Kawamura, Fujio",MICROBIOLOGY-SGM,10-Oct,2010,156,,2944,2952,,10.1099/mic.0.035295-0,23,1.64,0,0,1,3,3,1,1,3,2,2,4,1,1,1,0,1.333333333,1.6
"Membrane fusion process and assembly of cell wall during cytokinesis in the brown alga, Silvetia babingtonii (Fucales, Phaeophyceae)","Nagasato, Chikako; Inoue, Akira; Mizuno, Masashi; Kanazawa, Kazuki; Ojima, Takao; Okuda, Kazuo; Motomura, Taizo",PLANTA,10-Jul,2010,232,2,287,298,,10.1007/s00425-010-1188-8,23,1.64,0,0,0,1,1,3,5,4,0,0,4,0,4,0,1,0.333333333,1
Quantitative assessment of PTPN11 or RAS mutations at the neonatal period and during the clinical course in patients with juvenile myelomonocytic leukaemia,"Matsuda, Kazuyuki; Sakashita, Kazuo; Taira, Chiaki; Tanaka-Yanagisawa, Miyuki; Yanagisawa, Ryu; Shiohara, Masaaki; Kanegane, Hirokazu; Hasegawa, Daiichiro; Kawasaki, Keiichiro; Endo, Mikiya; Yajima, Shuhei; Sasaki, Shinya; Kato, Keisuke; Koike, Kazutoshi; Kikuchi, Akira; Ogawa, Atsushi; Watanabe, Akihiro; Sotomatsu, Manabu; Nonoyama, Shigeaki; Koike, Kenichi",BRITISH JOURNAL OF HAEMATOLOGY,10-Feb,2010,148,4,593,599,,10.1111/j.1365-2141.2009.07968.x,23,1.64,0,0,2,6,1,2,3,1,2,1,0,1,4,0,0,2.666666667,2.2
Catechins inhibit CXCL10 production from oncostatin M-stimulated human gingival fibroblasts,"Hosokawa, Yoshitaka; Hosokawa, Ikuko; Ozaki, Kazumi; Nakanishi, Tadashi; Nakae, Hideaki; Matsuo, Takashi",JOURNAL OF NUTRITIONAL BIOCHEMISTRY,10-Jul,2010,21,7,659,664,,10.1016/j.jnutbio.2009.04.005,22,1.57,0,2,2,5,2,3,2,0,2,1,2,0,1,0,0,3,2.8
Proinflammatory effects of muramyldipeptide on human gingival fibroblasts,"Hosokawa, I.; Hosokawa, Y.; Ozaki, K.; Yumoto, H.; Nakae, H.; Matsuo, T.",JOURNAL OF PERIODONTAL RESEARCH,10-Apr,2010,45,2,193,199,,10.1111/j.1600-0765.2009.01217.x,22,1.57,0,0,2,1,4,3,3,1,3,0,2,1,0,2,0,1,2
"Long-term survival after nonintensive chemotherapy in some juvenile myelomonocytic leukemia patients with CBL mutations, and the possible presence of healthy persons with the mutations","Matsuda, Kazuyuki; Taira, Chiaki; Sakashita, Kazuo; Saito, Shoji; Tanaka-Yanagisawa, Miyuki; Yanagisawa, Ryu; Nakazawa, Yozo; Shiohara, Masaaki; Fukushima, Keitaro; Oda, Megumi; Honda, Takayuki; Nakahata, Tatsutoshi; Koike, Kenichi",BLOOD,JUL 1 2010,2010,115,26,5429,5431,,10.1182/blood-2009-12-260729,20,1.43,0,0,1,4,0,2,3,2,1,2,0,0,3,2,0,1.666666667,1.4
Dopamine D5 receptor immunoreactivity is differentially distributed in GABAergic intemeurons and pyramidal cells in the rat medial prefrontal cortex,"Oda, Satoko; Funato, Hiromasa; Adachi-Akahane, Satomi; Ito, Masanori; Okada, Akiko; Igarashi, Hiroaki; Yokofujita, Junko; Kuroda, Masaru",BRAIN RESEARCH,MAY 6 2010,2010,1329,,89,102,,10.1016/j.brainres.2010.03.011,20,1.43,0,0,2,2,4,3,1,2,1,3,1,0,1,0,0,1.333333333,2.2
Disruption of the C-terminal helix by single amino acid deletion is directly responsible for impaired cholesterol efflux ability of apolipoprotein A-I Nichinan,"Kono, Momoe; Tanaka, Toshitaka; Tanaka, Masafumi; Vedhachalam, Charulatha; Chetty, Palaniappan S.; Nguyen, David; Dhanasekaran, Padmaja; Lund-Katz, Sissel; Phillips, Michael C.; Saito, Hiroyuki",JOURNAL OF LIPID RESEARCH,10-Apr,2010,51,4,809,818,,10.1194/jlr.M002113,20,1.43,0,0,2,2,4,3,2,4,1,1,0,0,1,0,0,1.333333333,2.2
Towards an Elucidation of the Roles of the Ribosome during Different Growth Phases in Bacillus subtilis,"Nanamiya, Hideaki; Kawamura, Fujio",BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,10-Mar,2010,74,3,451,461,,10.1271/bbb.90859,19,1.36,0,0,2,3,1,1,4,1,0,1,1,3,0,2,0,1.666666667,1.4
Assessment of damage to cerebral white matter fiber in the subacute phase after carbon monoxide poisoning using fractional anisotropy in diffusion tensor imaging,"Beppu, Takaaki; Nishimoto, Hideaki; Ishigaki, Daiya; Fujiwara, Shunrou; Yoshida, Tomoyuki; Oikawa, Hirotaka; Kamada, Katsura; Sasaki, Makoto; Ogasawara, Kuniaki",NEURORADIOLOGY,10-Aug,2010,52,8,735,743,,10.1007/s00234-009-0649-x,18,1.29,0,0,2,3,0,2,2,3,1,2,0,2,1,0,0,1.666666667,1.4
Reduced prefrontal cortex activation during divergent thinking in schizophrenia: A multi-channel NIRS study,"Takeshi, Kiyoaki; Nemoto, Takahiro; Fumoto, Masaki; Arita, Hideho; Mizuno, Masafumi",PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,OCT 1 2010,2010,34,7,1327,1332,,10.1016/j.pnpbp.2010.07.021,16,1.14,0,0,1,2,2,2,2,1,2,0,2,1,0,1,0,1,1.4
Effects of altitude and competition on growth and mortality of the conifer Abies sachalinensis,"Takahashi, Koichi",ECOLOGICAL RESEARCH,10-Jul,2010,25,4,801,812,,10.1007/s11284-010-0710-6,16,1.14,0,0,0,1,1,1,1,0,0,1,2,2,3,4,0,0.333333333,0.6
"Effects of roads on alpine and subalpine plant species distribution along an altitudinal gradient on Mount Norikura, central Japan","Takahashi, Koichi; Miyajima, Yutaka",JOURNAL OF PLANT RESEARCH,10-Nov,2010,123,6,741,749,,10.1007/s10265-010-0318-5,15,1.07,0,0,0,2,1,0,2,2,2,2,2,2,0,0,0,0.666666667,0.6
Codominance of Acer saccharum and Fagus grandifolia: the role of Fagus root sprouts along a slope gradient in an old-growth forest,"Takahashi, Koichi; Arii, Ken; Lechowicz, Martin J.",JOURNAL OF PLANT RESEARCH,10-Sep,2010,123,5,665,674,,10.1007/s10265-010-0312-y,15,1.07,0,0,1,1,1,3,1,3,2,0,1,2,0,0,0,0.666666667,1.2
Detection of desmoplastic reaction in biopsy specimens is useful for predicting the depth of invasion of early colorectal cancer: a Japanese collaborative study,"Hirose, Motohiko; Fukui, Hirokazu; Igarashi, Yoshinori; Fujimori, Yukari; Katake, Yoshinori; Sekikawa, Akira; Ichikawa, Kazuhito; Tomita, Shigeki; Imura, Johji; Ajioka, Yoichi; Ueno, Hideki; Hase, Kazuo; Ohkura, Yasuo; Kashida, Hiroshi; Togashi, Kazutomo; Nishigami, Takashi; Matsui, Toshiyuki; Yao, Takashi; Wada, Ryo; Matsuda, Keiji; Watanabe, Toshiaki; Ochiai, Atsushi; Sugai, Tamotsu; Sugihara, Kenichi; Fujimori, Takahiro",JOURNAL OF GASTROENTEROLOGY,10-Dec,2010,45,12,1212,1218,,10.1007/s00535-010-0288-3,14,1,0,0,0,1,4,2,0,0,2,0,2,0,2,1,0,0.333333333,1.4
TNFSF14 coordinately enhances CXCL10 and CXCL11 productions from IFN-gamma-stimulated human gingival fibroblasts,"Hosokawa, Yoshitaka; Hosokawa, Ikuko; Ozaki, Kazumi; Nakae, Hideaki; Matsuo, Takashi",MOLECULAR IMMUNOLOGY,10-Jan,2010,47,4,666,670,,10.1016/j.molimm.2009.10.018,14,1,0,0,3,2,0,2,2,0,0,2,2,0,0,1,0,1.666666667,1.4
Cardiomyocytes develop from anterior primitive streak cells induced by beta-catenin activation and the blockage of BMP signaling in hESCs,"Yamauchi, Kaori; Sumi, Tomoyuki; Minami, Itsunari; Otsuji, Tomomi G.; Kawase, Eihachiro; Nakatsuji, Norio; Suemori, Hirofumi",GENES TO CELLS,10-Dec,2010,15,12,1216,1227,,10.1111/j.1365-2443.2010.01455.x,13,0.93,0,0,1,2,0,0,4,2,0,2,0,1,0,1,0,1,0.6
Analysis of cell cycle-related proteins in gastric intramucosal differentiated-type cancers based on mucin phenotypes: a novel hypothesis of early gastric carcinogenesis based on mucin phenotype,"Sugai, Tamotsu; Tsukahara, Mitsunori; Endoh, Masaki; Shioi, Yoshihiro; Takebe, Noriko; Mue, Yoshiharu; Matsushita, Hiroo; Toyota, Minoru; Suzuki, Kazuyuki",BMC GASTROENTEROLOGY,JUN 7 2010,2010,10,,,,55,10.1186/1471-230X-10-55,13,0.93,0,0,1,1,2,0,1,0,2,2,2,2,0,0,0,0.666666667,0.8
